¿compras_productos_de_dermocosmética?,¿has_comprado_productos_de_dermocosmética_en_fybeca_alguna_vez?,"cuando_piensas_en_fybeca,_¿qué_tan_asociada_la_percibes_con_productos_de_dermocosmética?",¿cuál_de_las_siguientes_palabras_describe_mejor_a_fybeca_en_dermocosmética?,"la_comunicación_de_fybeca_sobre_dermocosmética_(imágenes,_textos,_promociones)_es:","¿sientes_que_la_comunicación_de_fybeca_aborda_problemas_reales_de_la_piel_(acné,_manchas,_sensibilidad,_envejecimiento,_etc.)?",¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_beneficios_claros_del_producto,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_recomendaciones_según_tipo_de_piel,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_antes_y_después_/_resultados,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_consejos_de_expertos,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_promociones_y_descuentos,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_comparación_entre_productos,¿cómo_percibes_los_precios_de_fybeca_en_dermocosmética?,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_totalmente_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_ni_de_acuerdo_ni_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_de_acuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_totalmente_de_acuerdo,¿qué_tanto_confías_en_fybeca_como_experta_en_el_cuidado_de_la_piel?,¿crees_que_en_fybeca_puedes_recibir_asesoría_adecuada_para_elegir_productos_dermocosméticos?,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_personal_capacitado,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_recomendaciones_dermatológicas,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_test_de_piel,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_contenido_educativo,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_opiniones_de_otros_clientes,¿qué_debería_mejorar_fybeca_para_que_la_elijas_como_tu_principal_lugar_de_compra_de_dermocosmética?,ciudad:,ciudad
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Más bajos que la competencia,nan,Precio,nan,Calidad,Producto,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Los precios deben ser acordes al mercado,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil Cantón Samborondon cabecera cantonal,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Debería tener pequeñas muestras,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Duran,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Playas General Villamil,Guayaquil
Sí,"No, nunca",Poco asociada,No la asocio con dermocosmética,No la he visto,No he notado su comunicación,nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,No lo sé,Calidad,nan,"Precio, Producto",nan,nan,Algo,No lo sé,nan,Recomendaciones dermatológicas,nan,nan,nan,Que sea cerca de mi casa,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MILAGRO,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,nan,nan,Similares,nan,nan,nan,"Calidad, Producto",Precio,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,El espacio de estacionamiento,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,nan,nan,Antes y después / resultados,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,"Precio, Producto",Calidad,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Más ilustraciones,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,nan,No lo sé,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,"Hacer charlas con e perros , demostraciones con experiencia al cliente , accesibilidad en precios y diferentes opciones , q el.cliwntw no se vaya con las manos vacías .",Guayquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,"Precio, Calidad, Producto",nan,nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,"Que en las farmacias exista un área especial,que te llame la atención y te haga ir,Que te haga sentir que en la farmacia encuentras cualquier producto de la piel que necesitas.Hoy me pasó que busqué pero todo está tan junto que no compré nada.Un área que sea más para la piel.Gracias",Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Confiable,Clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Similares,nan,"Precio, Calidad, Producto",nan,nan,nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Recomendaciones para tipos de piel,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil Ecuador,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,Consejos de expertos,nan,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Alguien que te recomiende y explique sobre el producto que vas a. Comprar,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Variedad de productos,Milagro,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Más altos,nan,nan,nan,"Precio, Producto",Calidad,Algo,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Más demostraciones físicas en el los local,Samborondon,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Recomendaciones para pieles negras,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,En parte,nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,Precio,nan,"Calidad, Producto",Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Mas acceso de catologos y expanser a domicilio que no lleguen,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,Comparación entre productos,Similares,Calidad,nan,nan,nan,"Precio, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Que la imoulsadora explique beneficios promo de todas las marcas no solo la que ella pertenece,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Milagro,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Moderna,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,Precio,"Calidad, Producto",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Más cerca,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,No,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,nan,Comparación entre productos,Similares,nan,nan,Precio,nan,"Calidad, Producto",Algo,No,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,"La atención, dispuestos a solventar las dudas que el cliente tiene sobre el producto",Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Personal que nos asesore en los productos,Guayaquil,Guayaquil
Sí,"No, nunca",Poco asociada,No la asocio con dermocosmética,No la he visto,No he notado su comunicación,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,nan,No lo sé,nan,nan,nan,"Precio, Producto",Calidad,Poco,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Más publicidad,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil duran,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,"Sí, claramente",nan,nan,nan,nan,nan,Comparación entre productos,Similares,"Calidad, Producto",nan,Precio,nan,nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Tener personal capacitado para el tema de piel específicamente,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Similares,"Calidad, Producto",nan,nan,Precio,nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Más publicidad,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,nan,Comparación entre productos,Similares,nan,nan,Precio,Calidad,Producto,Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Más personal especializado en enfermedades de la piel no solo dermocosmetica,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,nan,"Calidad, Producto",Precio,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,"Muestras gratis de productos para ver si funcionan en la piel y así comprar con cereza, mejor asesoría personalizada",Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Canton valencia,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Moderna,Clara,En parte,nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Algo,En parte,nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Asesoria,Cuenca,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,"Precio, Calidad, Producto",nan,nan,nan,nan,Algo,En parte,Personal capacitado,nan,nan,nan,nan,Más experiencia,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,Contenido educativo,nan,Que se den a conocer promociones (si las hay) y si existen productos más económicos o que se ajuste al bolsillo del cliente,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Nada todo está muy bien,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,nan,"Precio, Calidad",nan,nan,Producto,Mucho,En parte,nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Un poco más de asesoría,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,"Precio, Calidad, Producto",nan,nan,nan,nan,Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Las recomendaciones y características de los productos,Gye,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,Consejos de expertos,nan,nan,Similares,Calidad,nan,Precio,Producto,nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Que una vez al mes esté un dermatólogo,La libertad,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,Consejos de expertos,nan,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Más asesoramiento dermatológico,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Económica,Clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,nan,Precio,"Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Márketing,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,Antes y después / resultados,nan,nan,nan,Similares,Precio,nan,nan,nan,"Calidad, Producto",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,MEJORAR UN Experto EN LA Dermatología,Cantón Simón bolivar,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,nan,nan,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,La distancia que tengo para llegar a un fybeca. Y si se pide a domicilio es costo de entrega,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Loja,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,No,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,"Precio, Calidad, Producto",nan,nan,nan,nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Un poco mas que capacite el personal,Durán,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,obsequiar productos dermocosmética gratis para conocer algún producto,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,Calidad,nan,nan,"Precio, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Es muy buena la atención,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,No he notado su comunicación,nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Más bajos que la competencia,Producto,nan,nan,nan,"Precio, Calidad",Mucho,No,nan,Recomendaciones dermatológicas,nan,nan,nan,Muy exelente,Durán,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,nan,nan,Más altos,nan,nan,Precio,"Calidad, Producto",nan,Algo,En parte,Personal capacitado,nan,nan,nan,nan,Más asesoría de parte del personal.,Duran,Guayaquil
Sí,"No, nunca",Algo asociada,No la asocio con dermocosmética,No la he visto,No he notado su comunicación,Beneficios claros del producto,nan,Antes y después / resultados,nan,Promociones y descuentos,nan,No lo sé,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,No,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Promocionar el producto,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Atención al cliente,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,"más promociones,descuentos y lugares acepciblea",Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Económica,Clara,No he notado su comunicación,nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Más bajos que la competencia,nan,nan,Precio,nan,"Calidad, Producto",Algo,No,nan,Recomendaciones dermatológicas,nan,nan,nan,Variedad y promociones de skincare,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,Contenido educativo,nan,PRECIOS Y PROMOCIONES,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Precios,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Más bajos que la competencia,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Más asesoramiento al elegir los productos,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Moderna,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,Precio,Calidad,Producto,Algo,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,Contenido educativo,Opiniones de otros clientes,Los empleados la mejor atención y hacer pruebas a los clientes,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Cuenca,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Similares,nan,"Calidad, Producto",nan,nan,Precio,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,Contenido educativo,Opiniones de otros clientes,Precio,Guayaquil Cc. Cccç,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Más altos,nan,nan,"Precio, Calidad, Producto",nan,nan,Algo,"Sí, totalmente",nan,nan,Test de piel,Contenido educativo,nan,Precio y buena atención,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,Comparación entre productos,Más altos,nan,nan,Precio,Producto,Calidad,Algo,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,"Accequibilidad monetaria,atención especializada",Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,Contenido educativo,nan,"Promociones, precios, asesorías",Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Similares,Precio,nan,nan,"Calidad, Producto",nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Hacer conocer mas los productos y las promociones,Portovuejo,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,En parte,nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Más bajos que la competencia,nan,nan,nan,Precio,"Calidad, Producto",Mucho,En parte,nan,nan,Test de piel,nan,nan,Asesoramiento en productos,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Poco clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,"Calidad, Producto",Precio,nan,Algo,En parte,Personal capacitado,nan,nan,nan,nan,Precios accesibles,Guayaquil,Guayaquil
